credit.policy,purpose,int.rate,installment,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
1,all_other,0.1128,32.88,34999.99998,15.69,697,4320.958333,199,2.3,1,0,0,1
1,credit_card,0.1286,92.48,58000.00003,13.57,667,2519.958333,3109,42.6,2,0,0,0
1,all_other,0.1304,219.14,63000.00029,6.76,667,6167.958333,20227,41,3,1,0,1
1,debt_consolidation,0.08,156.69,57995.99991,10.78,757,3179.958333,4496,9.7,3,0,0,0
1,all_other,0.0768,124.76,41003.99992,10.74,792,4589.958333,2775,13.7,3,0,0,0
1,all_other,0.1001,242.04,78999.99989,15.21,727,4979.958333,2801,6.7,0,1,0,0
1,debt_consolidation,0.1033,129.69,30999.99989,10.03,702,3839.958333,6796,32.4,0,0,0,0
1,debt_consolidation,0.1096,245.4,36683.99994,7.16,697,3599.958333,27491,56.2,3,0,0,0
1,credit_card,0.1412,102.71,24000.00002,9.3,662,1470,5062,85.8,0,0,0,0
1,major_purchase,0.1272,59.57,45000.00006,10.64,667,3179.958333,1030,4.6,0,3,0,0
1,credit_card,0.1051,136.54,57000.00018,10.59,707,7350,5014,18.1,0,2,0,0
1,credit_card,0.1146,98.88,20800.00001,3.58,707,3879.041667,2731,97.5,0,0,0,0
1,debt_consolidation,0.1209,156.31,39999.99988,21.93,712,4650.958333,3266,49.5,0,0,0,0
1,educational,0.1083,146.97,38000.00005,13.54,712,3930.958333,1818,29.8,2,0,0,0
1,all_other,0.1178,99.33,28879.99991,0.66,717,1142,843,30.1,0,0,0,0
1,debt_consolidation,0.1051,243.81,42000.00011,16.23,727,3573.958333,26784,63.6,1,0,0,0
1,debt_consolidation,0.1083,163.3,47496.00019,21.53,742,3604.958333,17194,54.8,1,0,0,1
1,all_other,0.1241,172.07,105000.0001,20.29,747,5585,8855,31.2,7,0,0,0
1,debt_consolidation,0.1051,243.81,159999.9993,9.55,722,4685.958333,39979,49.5,0,0,0,0
1,all_other,0.1588,245.69,94999.99994,24.19,667,5375.958333,590,84.3,0,0,0,0
1,all_other,0.0907,238.75,59999.99993,4.86,752,7626.958333,8575,25,1,0,0,0
1,home_improvement,0.102,242.71,78955.00009,11.99,732,4686.958333,42703,40.4,3,0,0,1
1,all_other,0.0907,210.1,32003.99987,1.84,742,2680,4889,10.7,1,0,0,1
1,credit_card,0.1083,244.94,90000.00006,20.91,747,5641,120338,47.5,0,0,0,0
1,all_other,0.0907,191,65000.00007,5,752,4384,86,0.5,1,0,0,0
1,home_improvement,0.0832,47.23,52000.00013,12.39,722,3800,26571,33.7,0,0,0,0
1,major_purchase,0.102,97.09,54999.99977,0.33,802,3216.958333,37,0.2,0,0,0,0
1,debt_consolidation,0.1272,251.7,82000.00031,11.12,677,6008,12336,46,0,1,0,0
1,credit_card,0.1114,156.65,50999.99991,6.4,697,4709.958333,10537,41,2,0,0,0
1,all_other,0.1336,338.68,45000.00006,1.73,687,3509.958333,3153,30.3,1,0,0,0
1,major_purchase,0.0907,229.2,57995.99991,9.35,742,9419.958333,3392,9.2,1,0,0,0
1,small_business,0.1146,411.97,82799.99997,14.16,707,6089.958333,41893,62.5,0,0,0,0
1,small_business,0.1557,244.62,56000.00002,1.18,672,1409.958333,255,15,2,0,0,0
1,debt_consolidation,0.1304,252.85,61999.99975,18.21,682,5777.958333,19099,89.2,1,0,0,0
1,small_business,0.0938,335.76,54999.99977,6.41,737,2459.958333,1932,11.4,2,0,0,1
1,debt_consolidation,0.1178,380.76,45760.00018,15.21,707,5039.958333,10197,75.5,0,0,0,0
1,debt_consolidation,0.1304,182.06,76999.99994,22.08,707,5220,9282,15,1,0,1,0
1,educational,0.08,297.7,54999.99977,3.53,787,14159.95833,7171,10.7,2,0,0,1
1,small_business,0.0938,383.73,135000.0003,9.91,767,13620,1579,7.2,0,0,0,0
1,all_other,0.1493,865.78,159999.9993,10.73,682,1799.958333,33256,73.9,0,0,0,0
1,debt_consolidation,0.1209,299.32,52999.99987,4.3,692,1679.958333,9735,72.1,1,0,0,0
1,credit_card,0.0938,359.74,45000.00006,12.96,757,3599.958333,12341,30.8,0,0,0,0
1,credit_card,0.1146,197.75,31199.99988,13.73,692,2069.958333,14154,85.8,0,0,0,1
1,debt_consolidation,0.0768,124.77,28000.00002,5.57,777,6095.041667,4988,14.6,0,0,0,0
1,credit_card,0.1462,861.99,159999.9993,9.04,682,5369.958333,9925,45.1,1,2,0,1
1,credit_card,0.0938,172.68,98406.00032,19.36,732,6000,36976,53.1,2,0,0,0
1,home_improvement,0.1178,248.32,29999.99998,17.72,692,6270,6349,44.7,1,1,0,0
1,credit_card,0.1209,598.64,67000.00011,19.22,702,5220,22897,64.5,1,0,1,1
1,all_other,0.1272,536.11,125000.0005,10.62,692,5970,35114,52.6,0,0,0,0
1,debt_consolidation,0.1367,236.43,126803,11.16,662,6839.958333,31081,28.3,1,1,0,0
1,credit_card,0.1178,178.8,42000.00011,10.57,682,3780,6770,21.2,3,0,0,0
1,all_other,0.0907,159.17,85000.00038,5.46,737,3090,6528,14.3,1,0,0,0
1,small_business,0.0963,32.1,29999.99998,2.64,717,1928.958333,11738,30.3,1,0,0,0
1,home_improvement,0.1114,820.13,99999.9995,5.95,732,6119.958333,31752,53.1,2,0,0,0
1,all_other,0.1304,384.34,95999.99996,8.98,697,1170,6201,66.7,1,0,0,0
1,credit_card,0.08,256.96,73999.99984,11.46,772,6419.958333,23891,19.3,0,0,0,0
1,credit_card,0.1178,264.88,52000.00013,9.09,687,3629.958333,15217,58.1,0,0,0,0
1,small_business,0.1051,260.06,45000.00006,11.41,787,3929.958333,2193,6.9,0,0,0,0
1,credit_card,0.1178,165.55,46999.99997,22.49,692,8160,0,0,3,0,1,1
1,debt_consolidation,0.06,216.38,28000.00002,12.09,667,2550,14320,67.5,1,0,0,0
1,all_other,0.0768,31.19,72000.00014,16.9,767,6419.958333,28938,23.4,0,0,0,0
1,debt_consolidation,0.1241,517.87,38000.00005,9.06,692,5250,17297,77.6,1,0,1,0
1,credit_card,0.1083,215.55,72000.00014,17.87,712,3899.958333,5595,14.9,0,0,1,0
1,debt_consolidation,0.1241,334.11,61999.99975,22.43,682,8669.958333,12792,50.6,2,2,0,0
1,credit_card,0.1241,233.88,99999.9995,7.88,677,9270,6410,41.4,0,0,0,0
1,home_improvement,0.0768,109.17,52000.00013,7.57,762,7831,1369,5.9,0,1,0,0
1,debt_consolidation,0.1367,816.43,94999.99994,17.68,697,3330,34565,89.3,1,0,0,0
1,all_other,0.102,161.81,69996.00024,8.21,732,3070,2535,50.7,3,0,0,0
1,debt_consolidation,0.1083,489.88,60479.99995,16.01,732,5850,35692,40.1,3,0,0,0
1,home_improvement,0.1178,215.22,91200.00036,2.14,732,4410,4541,96.6,2,0,0,1
1,all_other,0.1241,200.47,48000.00001,17.53,707,6509.958333,1966,93.6,1,0,0,1
1,debt_consolidation,0.1304,202.28,32495.99988,24.89,672,1830,3139,50.6,1,1,0,0
1,all_other,0.08,313.37,39999.99988,6.48,777,4923,19998,18.3,1,0,0,0
1,all_other,0.1083,81.65,59999.99993,12.36,692,5190,257,5.8,1,3,0,0
1,all_other,0.1336,203.21,59499.99991,16.24,662,3539.958333,1995,30.7,1,0,0,0
1,debt_consolidation,0.1367,489.86,119999.9998,13.01,672,4200,14827,43.5,3,0,0,1
1,all_other,0.102,177.99,45996.00022,6.03,787,4589.958333,1442,13.5,0,0,0,0
1,debt_consolidation,0.1178,595.97,92999.9998,17.43,707,3899.958333,29046,41.8,0,0,0,0
1,debt_consolidation,0.102,275.07,42996.00012,9.15,727,2909.958333,6725,43.7,1,0,0,0
1,small_business,0.1241,501.16,349999.9988,5.86,692,2429.958333,36073,72.9,2,0,0,1
1,debt_consolidation,0.1051,325.08,63000.00029,22.63,717,6660,15655,44.3,3,0,0,0
1,debt_consolidation,0.1146,329.57,36000.00009,19.3,702,2069.958333,5680,25.2,0,0,1,0
1,all_other,0.1146,197.75,239999.9994,3.64,722,3209.958333,58753,94,0,0,0,0
1,small_business,0.1146,329.57,54000.00024,21.69,722,5250,21462,40.9,1,0,0,0
1,major_purchase,0.1209,330.08,93500.00044,12.92,687,2190,26845,80.5,0,0,0,0
1,small_business,0.1462,517.2,108000.0004,11.56,667,4649.958333,13706,45.7,1,1,0,1
1,credit_card,0.0938,191.87,45000.00006,10.69,742,2760,1774,13.3,1,0,0,0
1,small_business,0.1557,698.91,49000.00014,12.39,672,4830,13335,39.8,1,1,0,0
1,debt_consolidation,0.1051,162.54,33017.00002,2.4,767,3848,1411,35.3,1,0,0,0
1,debt_consolidation,0.1083,391.9,39000.00019,18.22,717,2519.958333,16100,39.3,1,0,0,0
1,home_improvement,0.1114,328.06,41003.99992,21.92,722,2640,9042,16.2,2,0,0,0
1,small_business,0.102,485.42,99999.9995,7.93,747,3599.958333,86429,37.8,0,0,0,1
1,all_other,0.1304,505.7,159999.9993,12.61,692,3569.958333,30055,72.1,0,0,0,0
1,educational,0.1304,134.86,32999.99999,12.8,667,8130,6793,31.4,3,2,0,0
1,debt_consolidation,0.1304,674.27,203499.9992,7.02,692,3720,61977,59.3,0,0,0,0
1,debt_consolidation,0.1146,329.57,93996.00027,7.85,727,6600,17465,95.4,1,0,0,1
1,debt_consolidation,0.1178,496.64,67999.99972,22.43,717,8013,10635,46.9,0,0,0,0
1,educational,0.1126,336.03,69999.99993,1.73,742,3038.041667,7044,13.7,3,0,0,0
1,small_business,0.1493,346.32,59999.99993,20.58,682,6720,56189,89.2,0,0,0,1
1,debt_consolidation,0.1083,653.17,65004.0003,8.2,742,4171,12418,66.2,1,0,0,1
1,educational,0.1241,260.61,68999.99975,11.5,682,1920,36081,87.8,1,0,1,0
1,credit_card,0.1442,206.3,71074.00023,15.18,662,6709.041667,38616,76.3,1,0,0,0
1,debt_consolidation,0.0907,318.33,62004.00012,4.32,782,5369.958333,49421,2.7,1,0,0,0
1,debt_consolidation,0.1051,243.81,51995.99992,7.82,722,4379.958333,5911,20.9,3,0,0,0
1,debt_consolidation,0.102,161.81,39996.00008,13.08,722,3929.958333,6013,51,3,0,0,0
1,debt_consolidation,0.1367,110.56,24999.9999,24.34,672,1223.041667,10098,24.7,2,0,0,0
1,home_improvement,0.102,58.26,42000.00011,11.09,707,2519.958333,3628,26.1,2,0,0,0
1,debt_consolidation,0.1114,492.08,74999.99981,7.81,722,7140,14340,71.3,0,0,0,0
1,debt_consolidation,0.1367,748.39,64499.99982,13.13,687,3989.958333,25716,55.4,0,0,0,0
1,debt_consolidation,0.1051,747.67,74999.99981,24.93,772,3840,3553,5.6,1,0,0,0
1,credit_card,0.1178,529.75,41003.99992,15.31,712,3000.041667,19604,43.3,3,0,0,0
1,debt_consolidation,0.1241,400.93,90000.00006,7.4,697,1470,10868,37.6,2,0,0,0
1,debt_consolidation,0.1493,519.47,109999.9995,24.8,662,5580,36002,71.3,1,1,0,0
1,credit_card,0.1051,126.78,74999.99981,20.23,707,4619.958333,4508,30.7,0,0,0,0
1,all_other,0.08,125.35,58499.99981,5.07,817,4081,345,0.6,0,0,0,0
1,debt_consolidation,0.1083,246.57,32003.99987,21.48,717,5990.041667,7779,83.6,1,0,0,0
1,credit_card,0.1083,261.27,41000.00018,13.29,712,5190,30362,46.4,1,0,0,0
1,small_business,0.1493,346.32,82000.00031,8.68,682,5339.958333,9,0,0,0,0,0
1,major_purchase,0.1148,725.31,79999.99971,3.33,762,3925.958333,6628,7.3,1,0,0,0
1,credit_card,0.102,485.42,30199.9999,12.87,752,5789.958333,14857,31.3,2,1,0,0
1,all_other,0.0938,207.85,24999.9999,15.98,767,3757.041667,583,21.6,3,0,0,0
1,small_business,0.1178,331.1,49303.99987,17.67,722,3599.958333,27496,33.4,1,0,0,0
1,debt_consolidation,0.1272,302.04,39000.00019,9.29,712,6179.958333,3910,46.3,0,0,0,0
1,major_purchase,0.1051,260.06,33996.00001,11.19,757,2520,10,0.1,3,0,0,1
1,small_business,0.1051,165.79,61200.00009,5.67,752,1799.958333,40,1.7,0,0,0,0
1,small_business,0.1272,268.48,58600.00026,0.51,702,4019.958333,276,0.8,2,0,0,0
1,credit_card,0.0907,95.5,64169.99995,3.03,727,6509.958333,4483,72.3,0,0,0,1
1,all_other,0.102,103.56,31999.99994,4.95,717,9570,995,2.2,1,2,0,0
1,debt_consolidation,0.1399,410.08,48685.99983,10.11,662,4830,15043,76,1,0,0,0
1,home_improvement,0.1146,79.1,48000.00001,12.43,682,1950.041667,5027,62.8,1,0,0,0
1,debt_consolidation,0.1178,331.1,65599.99968,8.8,717,2310,27406,40.5,2,0,0,0
1,credit_card,0.1241,559.63,45000.00006,24.75,722,6179.958333,28116,95.3,1,0,0,0
1,all_other,0.1146,49.44,28596.00009,7.22,702,1650,0,0,2,1,0,0
1,small_business,0.1525,869.7,135000.0003,15.56,722,11850,95356,58.1,0,0,0,0
1,debt_consolidation,0.1114,262.45,59999.99993,8.64,702,4350,3754,50.7,1,1,0,0
1,credit_card,0.1367,217.72,110500,24.03,667,4739.958333,36475,92.3,3,0,0,0
1,all_other,0.08,344.71,43999.99987,1.94,822,11579.95833,3879,7.9,2,0,0,0
1,debt_consolidation,0.1083,440.89,78000.00034,11.52,717,4319.958333,12266,41.2,1,0,0,1
1,debt_consolidation,0.1083,620.51,54995.99976,14.34,772,4229.958333,5503,55,4,0,0,0
1,small_business,0.1367,326.57,75828.00026,13.97,682,3636.958333,9375,93.7,0,0,0,0
1,debt_consolidation,0.1272,503.39,49999.99978,24.94,687,3690,8214,54.4,0,0,0,0
1,debt_consolidation,0.1399,307.56,38199.99982,10.71,662,4590,3015,82.2,0,0,0,0
1,home_improvement,0.143,411.89,72000.00014,20.87,662,3269.958333,12089,64.6,0,0,0,0
1,debt_consolidation,0.1442,515.74,74999.99981,3.22,682,3180.041667,15137,43.6,0,2,0,0
1,all_other,0.0907,222.83,46000.00021,21.65,747,2970,5368,16.6,0,0,0,0
1,debt_consolidation,0.143,274.59,37199.99999,23.27,667,3000,11531,76.9,1,0,0,0
1,small_business,0.1426,411.67,99000.00009,3.83,762,6059.958333,10106,67.4,3,0,0,0
1,small_business,0.1146,823.93,86000.00041,13.86,757,4530,46055,20.2,0,0,0,1
1,debt_consolidation,0.1304,269.71,46499.99993,5.7,677,8249.958333,8033,73,0,0,0,0
1,educational,0.1241,185.43,21999.99999,11.73,677,3539.958333,1212,22.9,3,0,0,1
1,debt_consolidation,0.08,313.37,65999.99993,20.25,772,8220,9632,6.8,3,0,0,0
1,all_other,0.1083,308.63,69999.99993,14.33,727,5069.958333,13823,79.9,0,0,0,0
1,educational,0.143,34.33,15000,15.04,662,3330,6553,96,3,0,0,0
1,all_other,0.1304,185.43,21999.99999,5.02,697,2159.958333,2614,52.3,0,0,0,0
1,debt_consolidation,0.1525,556.61,58199.99978,11.48,662,4920,16052,88.2,3,0,0,1
1,debt_consolidation,0.1083,293.93,38499.99999,17.86,737,2670.041667,0,0,1,0,0,0
1,debt_consolidation,0.1209,232.81,48000.00001,9.8,712,4290,5585,6.4,1,0,1,0
1,all_other,0.1272,335.6,40104.00004,22.53,682,4020,408,2.1,3,2,0,0
1,all_other,0.1114,98.42,41003.99992,4.54,702,3840.041667,4693,75.2,0,0,0,0
1,debt_consolidation,0.1367,340.18,59999.99993,12.54,697,3570,27860,89.4,3,0,0,0
1,all_other,0.1146,184.56,92000.00037,8.28,692,6030.041667,5559,58.5,2,0,1,0
1,debt_consolidation,0.1051,195.05,29999.99998,14.36,727,1920.041667,5028,40.2,0,0,0,0
1,credit_card,0.1178,49.67,159999.9993,7.68,682,3630,5350,87.7,3,0,0,0
1,credit_card,0.1146,273.55,82000.00031,15.5,727,3364.041667,22164,96.8,1,0,0,0
1,all_other,0.1051,174.73,92903.99991,19.8,762,7590,14494,29.6,6,0,0,0
1,debt_consolidation,0.1083,78.38,34999.99998,17.62,712,2640.041667,15755,88.5,0,0,0,0
1,educational,0.1241,267.29,20000.00001,0.6,762,1440,2000,11.4,0,0,0,0
1,credit_card,0.1272,293.65,86609.99989,20.12,682,2790,25965,52.5,1,0,0,0
1,debt_consolidation,0.1399,854.32,119999.9998,19.76,692,3780.041667,41077,60,0,1,0,0
1,all_other,0.08,156.69,90000.00006,4.28,762,5010,14442,28.3,0,0,0,0
1,educational,0.1114,275.57,87000.00021,11.88,702,4110.041667,24216,73.8,3,0,0,1
1,all_other,0.1146,329.57,99999.9995,4.43,707,2850,13175,46.9,2,0,0,0
1,debt_consolidation,0.1399,340.88,67019.99991,4.15,662,3960,11574,75.6,1,0,0,0
1,all_other,0.1241,267.29,34999.99998,6.38,712,1410,7740,37.6,1,0,0,0
1,all_other,0.08,150.42,74999.99981,17.81,767,8010,71386,11.6,0,0,0,0
1,credit_card,0.1241,60.14,97000.00024,19.24,677,5460,34093,93.7,0,0,0,0
1,debt_consolidation,0.1114,255.88,41003.99992,20.46,717,2831,11437,41.6,0,0,0,0
1,home_improvement,0.1399,512.6,63999.99985,5.38,702,3600,12945,76.6,2,0,1,1
1,debt_consolidation,0.1146,467.99,63000.00029,15.83,727,3660,11306,44.7,1,1,0,0
1,all_other,0.1367,136.08,15000,14,662,3000.041667,5617,87.8,0,0,0,1
1,small_business,0.0768,187.14,39999.99988,24.15,782,3030.041667,1478,10.4,0,0,0,0
1,credit_card,0.1083,685.83,58000.00003,14.38,737,4050.041667,8886,17.8,0,1,0,0
1,debt_consolidation,0.1557,244.62,48500.00015,2.72,672,3010.041667,3273,69.6,1,0,0,1
1,debt_consolidation,0.0907,318.33,49999.99978,9.62,752,6150,18917,33.2,0,0,0,0
1,all_other,0.1114,196.84,65000.00007,22.41,697,7350.041667,2611,7.8,0,6,0,0
1,all_other,0.1083,52.26,29124.00013,5.36,702,3780.041667,7020,42,0,1,0,0
1,small_business,0.1114,524.89,149999.9995,2.5,722,7710.041667,23165,31.7,0,2,0,0
1,all_other,0.1178,231.77,32760.00007,16.85,717,4530.041667,0,0,2,0,0,0
1,all_other,0.1347,508.84,95999.99996,13.44,707,2256,8272,33.2,3,0,0,0
1,all_other,0.1083,244.94,50508.00007,14.59,707,4050.041667,3800,21.7,1,0,0,0
1,credit_card,0.1083,78.38,39999.99988,15.75,697,5160.041667,13620,29.9,2,0,0,1
1,credit_card,0.1241,167.06,87999.9997,23.88,677,3750.041667,40726,83,1,0,1,1
1,all_other,0.1367,170.09,45000.00006,16.29,662,2160,4373,81,0,0,2,0
1,credit_card,0.1114,475.68,36000.00009,21.8,712,10368.04167,23772,84,0,0,0,1
1,debt_consolidation,0.1272,134.24,38850.00016,3.98,667,1830,5490,12.2,0,0,0,0
1,home_improvement,0.1493,242.42,26000.00008,11.77,662,1170.041667,12597,63,1,0,0,0
1,credit_card,0.0768,93.57,46249.99986,3.97,762,10260.04167,4361,7.3,1,0,0,0
1,debt_consolidation,0.1336,711.22,85000.00038,10.74,687,6630.041667,29381,88.2,2,0,1,1
1,debt_consolidation,0.1178,662.19,52000.00013,15.42,727,3755.041667,25971,66.6,0,0,0,1
1,all_other,0.1178,240.05,105000.0001,5.04,707,3630,2134,12.5,1,0,0,0
1,small_business,0.0938,425.3,90000.00006,8.93,772,5648.041667,126302,27.6,1,0,0,1
1,debt_consolidation,0.1399,222.13,51012.00009,13.81,672,3060.041667,29212,63.1,0,0,0,0
1,debt_consolidation,0.1392,682.74,88400.00012,24.94,692,4975.958333,27160,65.7,1,0,0,0
1,all_other,0.1904,458.46,122999.9995,5.84,662,6210,13363,99,1,1,0,1
1,debt_consolidation,0.1209,249.43,49999.99978,19.73,692,3360.041667,12985,22.9,3,0,0,0
1,small_business,0.1336,338.68,59999.99993,7.24,697,5250.041667,3617,14.4,0,2,0,0
1,home_improvement,0.08,142.59,58600.00026,5.58,757,7590,19572,49.3,1,0,0,0
1,all_other,0.0768,93.57,31356.00015,19.33,777,2610.041667,2707,13.4,1,0,0,0
1,all_other,0.0907,318.33,94999.99994,9.79,807,7470.041667,0,0,2,0,0,0
1,major_purchase,0.1178,198.66,42000.00011,10.6,692,3090.041667,1878,81.7,1,0,0,0
1,debt_consolidation,0.1051,260.06,59999.99993,23.46,717,3403.041667,44282,61.2,1,0,0,0
1,debt_consolidation,0.1399,410.08,49999.99978,12.14,677,2220.041667,12651,86.1,3,0,0,0
1,all_other,0.1557,314.51,39996.00008,0,687,2940.041667,0,NA,1,0,0,0
1,debt_consolidation,0.1114,278.85,42000.00011,19.54,702,3990,2689,14.5,1,0,0,0
1,all_other,0.1336,101.61,31131.00012,17.46,662,1860.041667,4922,65.6,0,0,0,0
1,debt_consolidation,0.0907,152.8,48000.00001,14.6,742,7350.041667,8900,49.2,0,0,0,0
1,credit_card,0.1146,430.92,92000.00037,12.63,727,5520.041667,27920,33,0,0,0,0
1,debt_consolidation,0.1209,399.09,24999.9999,11.04,692,8435.041667,9931,29.6,0,1,0,1
1,small_business,0.1114,303.45,59999.99993,6.48,782,2580.041667,52,1.5,0,0,0,0
1,credit_card,0.1367,748.39,74999.99981,22.08,692,2940.041667,23176,84.3,0,0,0,0
1,credit_card,0.1241,614.76,108999.9999,14.38,702,5640.041667,56969,89.6,1,0,0,0
1,debt_consolidation,0.1051,496.55,59999.99993,9.94,757,5010,23218,29.8,0,0,0,0
1,educational,0.1051,48.77,56000.00002,12.94,702,9120,388,6.2,0,0,0,0
1,debt_consolidation,0.1146,59.33,59999.99993,18.42,682,4470.041667,4170,59.2,0,1,0,0
1,debt_consolidation,0.1872,876.36,59999.99993,19.8,667,3271,23555,60.3,1,0,1,1
1,debt_consolidation,0.102,161.81,63000.00029,11.09,717,3600,836,9.2,3,0,0,0
1,small_business,0.1146,164.79,50252.00019,13.09,717,1260.041667,2042,13.9,1,0,0,0
1,educational,0.102,77.67,14000.00001,0.86,757,1772,185,1.7,1,0,0,0
1,small_business,0.1209,332.58,99999.9995,15.01,687,5130.041667,25853,41.7,0,0,0,0
1,all_other,0.1146,197.75,29000.00003,4.34,687,2280.041667,3430,25.2,1,0,0,0
1,debt_consolidation,0.1146,494.36,74999.99981,11.58,707,4350,20133,76.8,0,0,0,0
1,home_improvement,0.1367,217.72,52999.99987,16.35,662,9030,6713,59.9,0,1,0,0
1,debt_consolidation,0.162,211.54,65100.00012,14.91,662,4621,3234,98,3,0,0,0
1,debt_consolidation,0.1272,201.36,44447.08013,3.08,677,5400,4901,58.7,1,2,0,0
1,educational,0.1493,346.32,55008.0001,12.85,667,4052.041667,18810,59.5,0,0,0,0
1,debt_consolidation,0.1051,173.11,84996.00038,21.12,722,7350.041667,30067,61.8,1,0,0,0
1,credit_card,0.0907,458.39,85000.00038,1.5,792,4470.041667,4658,10.7,0,0,0,0
1,all_other,0.0938,351.75,82000.00031,0,747,7920,3425,6,0,1,0,0
1,home_improvement,0.1588,491.37,119999.9998,20.67,662,6000.041667,69937,97.8,1,0,0,0
1,small_business,0.1114,177.97,79999.99971,24.77,712,3750.041667,12216,56.6,1,0,0,0
1,debt_consolidation,0.1304,674.27,53003.99993,8.87,692,4380,5432,50.8,0,0,0,0
1,debt_consolidation,0.1367,340.18,250000.0008,10.51,712,3990,89156,99.2,2,0,0,0
1,all_other,0.1209,199.55,82656.00034,18.06,682,3030.041667,23958,87.1,0,0,0,0
1,home_improvement,0.0737,93.14,55500.00001,8.95,772,7410.041667,4975,21,0,0,0,0
1,small_business,0.1336,846.7,127999.9996,16.62,712,7890.041667,46663,47.4,1,0,0,1
1,debt_consolidation,0.1493,83.12,41759.99989,21.55,672,5460,4332,98.5,0,0,1,1
1,small_business,0.1146,381.48,69999.99993,0.26,807,6570,495,4.9,1,0,0,0
1,debt_consolidation,0.1083,212.28,40871.99996,24.43,717,3900,28473,26.6,1,0,0,0
1,debt_consolidation,0.1399,273.39,74999.99981,11.98,677,5160.041667,6372,95.7,1,0,0,0
1,small_business,0.1146,121.95,76000.00006,22.97,697,4290,47039,89.5,0,0,0,1
1,debt_consolidation,0.1557,419.35,46000.00021,12.5,667,1860.041667,12376,97.4,1,0,0,0
1,home_improvement,0.1051,382.78,119999.9998,3.91,742,4110.041667,20892,33.2,1,0,0,0
1,debt_consolidation,0.1379,170.38,119999.9998,3.02,667,3289,4339,13.7,1,3,0,0
1,small_business,0.1083,374.76,115000.0003,8.42,742,7320,94699,54.2,3,0,0,0
1,credit_card,0.1083,146.97,59999.99993,8.66,712,4710,13103,53.5,0,0,1,0
1,credit_card,0.102,330.09,43999.99987,14.37,732,2610.041667,14869,46.9,0,0,0,0
1,credit_card,0.1083,391.9,110004.0002,17.82,722,10290.04167,28631,54.9,0,0,0,0
1,debt_consolidation,0.1209,432.35,49999.99978,11.16,717,3450.041667,12941,96.6,0,0,0,0
1,small_business,0.0768,93.57,74999.99981,11.9,752,3210,5263,48.7,0,0,0,0
1,debt_consolidation,0.1588,526.47,59999.99993,17.14,672,10170,13853,73.3,1,0,0,0
1,small_business,0.102,194.17,62676.9998,3.56,722,8100.041667,3567,66.1,2,0,0,0
1,debt_consolidation,0.0938,175.88,56000.00002,5.36,737,3570,2707,56.4,0,0,0,0
1,debt_consolidation,0.1241,334.11,69999.99993,10.35,682,3180,7198,29.1,2,3,0,0
1,debt_consolidation,0.102,323.62,34559.9999,16.22,747,7890.041667,21626,64,0,0,0,0
1,educational,0.1114,82.02,69507.9998,20.15,692,5250.041667,51489,77.9,2,0,0,1
1,credit_card,0.1241,668.21,109999.9995,10.92,702,5370,25717,33.9,3,0,0,0
1,debt_consolidation,0.1715,535.92,73999.99984,19.83,667,3690.041667,52639,79.2,3,0,0,0
1,debt_consolidation,0.0938,191.87,121999.9995,14.72,727,3900,73534,31.6,2,0,0,0
1,debt_consolidation,0.1083,39.19,39999.99988,6.59,697,2310.041667,1262,42.1,0,0,0,0
1,all_other,0.1178,49.67,39999.99988,5.43,687,2970.041667,1434,13.7,0,1,0,0
1,debt_consolidation,0.1178,165.55,74999.99981,1.84,702,5430,5104,44.4,1,0,0,0
1,home_improvement,0.1114,656.11,119999.9998,2.82,727,6690.041667,13417,31.3,1,1,0,0
1,home_improvement,0.1051,390.09,149999.9995,2.92,827,8763,84236,4.6,0,0,0,0
1,small_business,0.1221,832.88,139999.9998,11.97,742,6388.041667,2796,6.1,4,0,0,0
1,credit_card,0.1367,204.11,44782.39982,22.78,692,8490.041667,19270,97.3,1,0,1,0
1,home_improvement,0.1525,347.88,59999.99993,1.28,702,1290.041667,4980,55.3,1,0,0,0
1,debt_consolidation,0.1557,270.83,29999.99998,23.12,662,1200.041667,7333,71.9,3,0,0,0
1,debt_consolidation,0.1272,167.8,27199.99994,7.19,682,1860.041667,5091,57.2,0,0,0,0
1,all_other,0.1241,668.21,38000.00005,1.96,787,8641,507,0.3,7,0,0,0
1,debt_consolidation,0.08,156.69,19500.00001,9.23,772,5190.041667,5783,25.4,2,0,0,0
1,debt_consolidation,0.1114,328.06,119999.9998,7.92,717,6060.041667,111055,87.2,1,0,0,0
1,credit_card,0.1178,99.33,67999.99972,5.29,687,3750.041667,10870,80.5,0,1,0,0
1,credit_card,0.1209,323.43,59999.99993,16.52,687,2940.041667,4121,71,0,1,0,0
1,debt_consolidation,0.1209,399.09,67999.99972,4.29,697,1710,9273,19.7,1,0,0,0
1,credit_card,0.0768,155.95,49999.99978,8.47,782,4950.041667,14020,38.5,0,0,0,0
1,all_other,0.0938,230.24,45000.00006,0,782,4500.041667,0,0,3,0,0,0
1,small_business,0.1304,674.27,95999.99996,13.95,722,1139.041667,1175,22.2,1,0,0,0
1,major_purchase,0.1083,483.35,49999.99978,5.52,722,2581.041667,3943,12.2,2,0,0,0
1,all_other,0.1209,399.09,65004.0003,21.03,702,3750.041667,18273,85.4,1,0,0,0
