Make,Model,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
Ferrari,575M,515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9
Ferrari,575M,515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9
Ferrari,575M,515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9
Ferrari,575M,515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9
Maybach,57,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
Maybach,57,631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,57,604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,57,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
Maybach,57,620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,57,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
Maybach,57,620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10
Ferrari,599,611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11
Ferrari,599,611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11
Ferrari,599,611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11
Ferrari,599,611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11
Ferrari,599,661,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,15,11
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21
Mazda,5,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,17
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19
BMW,6 Series Gran Coupe,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15
BMW,6 Series Gran Coupe,315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,20
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,25,17
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,29,20
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,16
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,16
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,20
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,15
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,25,17
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,29,20
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,16
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,16
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,21
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,28,19
BMW,6 Series,315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20
BMW,6 Series,315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,28,19
BMW,6 Series,445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,17
BMW,6 Series,445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,15
Mercedes-Benz,600-Class,402,12,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,14,10
Mercedes-Benz,600-Class,389,12,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,15,11
Mercedes-Benz,600-Class,389,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,16,12
Mercedes-Benz,600-Class,389,12,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,15,11
Pontiac,6000,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,17
Pontiac,6000,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,20
Pontiac,6000,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17
Pontiac,6000,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17
Pontiac,6000,140,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,27,17
Pontiac,6000,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,28,17
Pontiac,6000,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,28,17
Pontiac,6000,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,28,19
Ferrari,612 Scaglietti,532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9
Ferrari,612 Scaglietti,532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9
Ferrari,612 Scaglietti,532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9
Mazda,626,170,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,170,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,130,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23
Mazda,626,130,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,125,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23
Mazda,626,165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Mazda,626,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23
Mazda,626,165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19
Maybach,62,604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,62,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
Maybach,62,631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,62,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
Maybach,62,620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10
Maybach,62,620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10
Maybach,62,543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10
McLaren,650S Coupe,641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,16
McLaren,650S Spider,641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,22,16
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,40,28
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24
Mazda,6,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
Mazda,6,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
BMW,7 Series,535,12,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,20,13
BMW,7 Series,315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19
BMW,7 Series,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16
BMW,7 Series,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16
BMW,7 Series,315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19
BMW,7 Series,315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19
BMW,7 Series,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17
BMW,7 Series,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16
BMW,7 Series,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,31,23
BMW,7 Series,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17
BMW,7 Series,320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21
BMW,7 Series,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16
BMW,7 Series,445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,17
BMW,7 Series,445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16
BMW,7 Series,320,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19
BMW,7 Series,320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21
Porsche,718 Cayman,300,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,21
Porsche,718 Cayman,350,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,20
Volvo,740,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19
Volvo,740,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19
Volvo,740,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19
Volvo,740,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19
Volvo,740,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19
Volvo,740,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,23,18
Volvo,740,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17
Volvo,740,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18
Volvo,740,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,18
Volvo,740,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,20,17
Volvo,740,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18
Volvo,740,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,18
Volvo,740,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17
Volvo,740,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,740,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,740,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,760,144,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,19,15
Volvo,760,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,20,16
Volvo,760,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,20,16
Volvo,780,188,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,20,16
Volvo,780,144,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,19,15
BMW,8 Series,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,15
BMW,8 Series,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12
BMW,8 Series,372,12,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,18,10
BMW,8 Series,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12
BMW,8 Series,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14
BMW,8 Series,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12
BMW,8 Series,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14
Audi,80,108,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,19
Audi,80,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16
Audi,80,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18
Audi,80,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16
Audi,80,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18
Audi,80,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18
Volvo,850,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17
Volvo,850,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18
Volvo,850,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18
Volvo,850,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17
Toyota,86,205,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,28,21
Toyota,86,200,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Coupe,32,24
Saab,9-2X,227,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,24,17
Saab,9-2X,165,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,27,20
Saab,9-2X,230,4,MANUAL,all wheel drive,4,"Luxury,Performance",Compact,Wagon,25,18
Saab,9-2X,173,4,MANUAL,all wheel drive,4,Luxury,Compact,Wagon,26,19
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,33,20
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20
Saab,9-3 Griffin,220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,30,20
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,33,20
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,33,20
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Compact,Wagon,28,18
Saab,9-3 Griffin,220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,30,20
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,29,19
Saab,9-3 Griffin,220,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,29,18
Saab,9-3 Griffin,220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,18
Saab,9-3 Griffin,220,4,MANUAL,all wheel drive,4,Luxury,Compact,Wagon,30,20
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,29,19
Saab,9-3 Griffin,220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,18
Saab,9-3 Griffin,220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Compact,Wagon,33,20
Saab,9-3 Griffin,220,4,AUTOMATIC,front wheel drive,2,"Flex Fuel,Luxury",Compact,Convertible,28,18
Saab,09-Mar,210,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17
Saab,09-Mar,280,6,AUTOMATIC,front wheel drive,2,"Luxury,Performance",Compact,Convertible,24,15
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19
Saab,09-Mar,280,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Wagon,24,15
Saab,09-Mar,210,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,29,19
Saab,09-Mar,210,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,27,19
Saab,09-Mar,280,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,15
Saab,09-Mar,210,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,29,19
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19
Saab,09-Mar,210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19
Saab,09-Mar,207,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17
Saab,09-Mar,207,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,31,21
Saab,09-Mar,207,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,31,21
Saab,09-Mar,207,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,29,20
Saab,09-Mar,207,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17
Saab,09-Mar,207,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19
Saab,09-Mar,207,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19
Saab,09-Mar,207,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17
Saab,09-Mar,207,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19
Saab,09-Mar,210,4,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,31,21
Saab,09-Mar,210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17
Saab,09-Mar,210,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,17
Saab,09-Mar,210,4,MANUAL,front wheel drive,2,Luxury,Compact,Convertible,29,20
Saab,09-Mar,210,4,MANUAL,front wheel drive,4,Luxury,Compact,Wagon,31,21
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Compact,Wagon,27,19
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,28,19
Saab,09-Mar,210,4,AUTOMATIC,all wheel drive,4,Luxury,Compact,Wagon,27,17
Saab,09-Mar,210,4,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,27,19
Saab,9-4X,265,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18
Saab,9-4X,265,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17
Saab,9-4X,265,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18
Saab,9-4X,265,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17
Saab,9-4X,300,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,22,15
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,17
Saab,09-May,260,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,27,17
Saab,09-May,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,16
Saab,09-May,220,4,MANUAL,front wheel drive,4,Luxury,Large,Sedan,33,20
Saab,09-May,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,17
Saab,09-May,220,4,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,28,18
Saab,09-May,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,27,17
