source,f_count,f_sum,f_min,f_max,f_mean,f_median,g_count,g_sum,g_min,g_max,g_mean,g_median,l_count,l_sum,l_min,l_max,l_mean,l_median
Environmental Leader,1.0,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,0.0019664716582272258,0.0019664716582272258,0.0019664716582272258,0.0019664716582272258,0.0019664716582272258
Wall Street Journal Blogs,4.0,0.00541483934484919,0.0003132551687102837,0.0020137832274232524,0.0013537098362122976,0.0015439004743578268,4,0.018700787401574805,0.0,0.011811023622047244,0.004675196850393701,0.0034448818897637795,4,0.002605574947151074,0.0,0.0019664716582272258,0.0006513937367877685,0.0003195516444619242
Human Resources Online,3.0,0.0008502640293564844,0.00013425221516155016,0.0004027566454846505,0.0002834213431188281,0.0003132551687102837,3,0.001968503937007874,0.0,0.001968503937007874,0.0006561679790026247,0.0,3,0.0033921636104419645,0.0004916179145568064,0.0019664716582272258,0.0011307212034806547,0.0009340740376579322
Hollywood Reporter,1.0,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,0.00017900295354873356,3,0.020669291338582675,0.004921259842519685,0.007874015748031496,0.006889763779527558,0.007874015748031496,3,0.0021631188240499484,4.916179145568064e-05,0.0019664716582272258,0.0007210396080166494,0.00014748537436704194
Pacific Business News (Honolulu),1.0,0.0004922581222590172,0.0004922581222590172,0.0004922581222590172,0.0004922581222590172,0.0004922581222590172,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452
Ubergizmo,36.0,0.00698111518840061,0.0,0.0007160118141949343,0.0001939198663444614,0.00013425221516155016,39,0.04133858267716535,0.0,0.005905511811023622,0.001059963658388855,0.0,39,0.0051128263113907856,0.0,0.0019173098667715452,0.00013109811054848168,4.916179145568064e-05
TechNewsWorld.com,11.0,0.0033115546406515704,0.00017900295354873356,0.0004027566454846505,0.0003010504218774155,0.0003132551687102837,12,0.002952755905511811,0.0,0.001968503937007874,0.00024606299212598425,0.0,12,0.005948576766137357,0.00014748537436704194,0.0019173098667715452,0.0004957147305114464,0.00041787522737328546
Broadband TV News,1.0,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452
Nashville Business Journal (blog),1.0,0.0012977714132283182,0.0012977714132283182,0.0012977714132283182,0.0012977714132283182,0.0012977714132283182,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452,0.0019173098667715452
Wired UK,3.0,0.00792088069453146,0.00022375369193591694,0.007383871833885259,0.00264029356484382,0.0003132551687102837,3,0.01968503937007874,0.000984251968503937,0.01673228346456693,0.006561679790026247,0.001968503937007874,3,0.002949707487340839,0.0,0.0018681480753158645,0.0009832358291136129,0.0010815594120249742
IAM (registration) (blog),2.0,0.00022375369193591694,8.950147677436678e-05,0.00013425221516155016,0.00011187684596795847,0.00011187684596795847,2,0.002952755905511811,0.0,0.002952755905511811,0.0014763779527559055,0.0014763779527559055,2,0.002458089572784032,0.0006391032889238484,0.001818986283860184,0.001229044786392016,0.001229044786392016
Puget Sound Business Journal (Seattle) (blog),7.0,0.0027297950416181865,8.950147677436678e-05,0.000805513290969301,0.00038997072023116947,0.0003580059070974671,7,0.010826771653543307,0.0,0.003937007874015748,0.001546681664791901,0.000984251968503937,7,0.005604444225947594,0.0,0.001818986283860184,0.0008006348894210849,0.0006882650803795291
Business Solutions Magazine,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.001818986283860184,0.001818986283860184,0.001818986283860184,0.001818986283860184,0.001818986283860184
Dexigner,1.0,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,0.00013425221516155016,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,0.001818986283860184,0.001818986283860184,0.001818986283860184,0.001818986283860184,0.001818986283860184
GameSpot,49.0,0.43470867269309943,0.0002685044303231003,0.17287210238968942,0.008871605565165294,0.003311554640651571,64,0.9183070866141728,0.0,0.1062992125984252,0.01434854822834645,0.004921259842519685,64,0.010127329039870212,0.0,0.0017698244924045032,0.00015823951624797207,2.458089572784032e-05
Macworld,11.0,0.01781079387809899,0.0004475073838718339,0.005370088606462007,0.001619163079827181,0.0009845162445180345,12,0.08759842519685038,0.0,0.04429133858267716,0.007299868766404198,0.0034448818897637795,12,0.005899414974681678,4.916179145568064e-05,0.0017698244924045032,0.0004916179145568064,0.00039329433164544513
IT News Africa,2.0,0.0007607625525821175,0.0003580059070974671,0.0004027566454846505,0.0003803812762910588,0.0003803812762910588,2,0.001968503937007874,0.0,0.001968503937007874,0.000984251968503937,0.000984251968503937,2,0.0018189862838601837,4.916179145568064e-05,0.0017698244924045032,0.0009094931419300919,0.0009094931419300919
Trend News Agency,4.0,0.00013425221516155016,0.0,8.950147677436678e-05,3.356305379038754e-05,2.2375369193591695e-05,4,0.0,0.0,0.0,0.0,0.0,4,0.0017698244924045032,0.0,0.0017698244924045032,0.0004424561231011258,0.0
Computerworld Australia,4.0,0.00022375369193591697,0.0,0.00017900295354873356,5.593842298397924e-05,2.2375369193591695e-05,4,0.002952755905511811,0.0,0.001968503937007874,0.0007381889763779527,0.0004921259842519685,4,0.0025564131556953936,0.0,0.0017698244924045032,0.0006391032889238484,0.00039329433164544513
SuperSite for Windows,90.0,0.01821355052358364,0.0,0.000581759599033384,0.0002023727835953738,0.00017900295354873356,101,0.24114173228346425,0.0,0.010826771653543307,0.002387541903796676,0.001968503937007874,101,0.008308342756010023,0.0,0.0017698244924045032,8.226081936643588e-05,0.0
NBCNews.com,6.0,0.012709209701960083,0.0004475073838718339,0.00528058712968764,0.002118201616993347,0.0014096482591962767,6,0.10334645669291337,0.000984251968503937,0.08169291338582677,0.017224409448818895,0.0044291338582677165,6,0.004375399439555577,0.0,0.0017698244924045032,0.0007292332399259295,0.0008111695590187307
Daily Telegraph,6.0,0.015260001790029537,0.0,0.012485456010024166,0.0025433336316715897,0.0006936364450013425,9,0.012795275590551181,0.0,0.007874015748031496,0.0014216972878390202,0.000984251968503937,9,0.0045720466053783,0.0,0.0017206627009488226,0.0005080051783753667,0.00039329433164544513
Investorplace.com,33.0,0.0034010561174259374,0.0,0.0004475073838718339,0.00010306230658866477,4.475073838718339e-05,39,0.04035433070866141,0.0,0.002952755905511811,0.0010347264284272155,0.000984251968503937,39,0.007030136178162332,0.0,0.0017206627009488226,0.00018025990200416236,0.0
Finance Magnates,2.0,0.001029266982905218,0.00022375369193591694,0.000805513290969301,0.000514633491452609,0.000514633491452609,2,0.001968503937007874,0.0,0.001968503937007874,0.000984251968503937,0.000984251968503937,2,0.0027038985300624355,0.0009832358291136129,0.0017206627009488226,0.0013519492650312178,0.0013519492650312178
Mobile News,4.0,0.00022375369193591697,0.0,0.00013425221516155016,5.593842298397924e-05,4.475073838718339e-05,5,0.0,0.0,0.0,0.0,0.0,5,0.0030971928617078807,0.0,0.0017206627009488226,0.0006194385723415762,9.832358291136128e-05
PR Web (press release),4.0,8.950147677436678e-05,0.0,8.950147677436678e-05,2.2375369193591695e-05,0.0,5,0.000984251968503937,0.0,0.000984251968503937,0.0001968503937007874,0.0,5,0.0029497074873408385,9.832358291136128e-05,0.0017206627009488226,0.0005899414974681676,0.00034413254018976453
Discover Magazine (blog),1.0,0.0025507920880694533,0.0025507920880694533,0.0025507920880694533,0.0025507920880694533,0.0025507920880694533,1,0.002952755905511811,0.002952755905511811,0.002952755905511811,0.002952755905511811,0.002952755905511811,1,0.0017206627009488226,0.0017206627009488226,0.0017206627009488226,0.0017206627009488226,0.0017206627009488226
Ghacks Technology News,32.0,0.010024165398729077,0.0,0.0012530206748411349,0.00031325516871028367,0.0002685044303231003,35,0.24114173228346447,0.0,0.022637795275590553,0.006889763779527556,0.005905511811023622,35,0.007177621552529373,0.0,0.0017206627009488226,0.00020507490150083922,4.916179145568064e-05
Search Engine Journal,2.0,0.0020137832274232524,0.000805513290969301,0.0012082699364539516,0.0010068916137116262,0.0010068916137116262,2,0.016732283464566927,0.006889763779527559,0.00984251968503937,0.008366141732283464,0.008366141732283464,2,0.002408927781328352,0.0006882650803795291,0.0017206627009488226,0.001204463890664176,0.001204463890664176
Develop,5.0,0.0013425221516155017,8.950147677436678e-05,0.0006265103374205674,0.0002685044303231003,0.00013425221516155016,5,0.003937007874015748,0.0,0.001968503937007874,0.0007874015748031496,0.000984251968503937,5,0.0022614424069613095,0.0,0.0016715009094931418,0.0004522884813922619,0.0
Delimiter,2.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4.475073838718339e-05,4,0.003937007874015748,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,4,0.001769824492404503,0.0,0.0016715009094931418,0.00044245612310112574,4.916179145568064e-05
SocialTimes,,,,,,,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418
The Christian Science Monitor,14.0,0.007876129956144277,0.0,0.0023717891345207197,0.0005625807111531626,0.00033563053790387537,15,0.015748031496062992,0.0,0.003937007874015748,0.0010498687664041995,0.000984251968503937,15,0.0037854579420874097,0.0,0.0016715009094931418,0.0002523638628058273,9.832358291136128e-05
MedCity News,1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.0,0.0,0.0,0.0,0.0,1,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418,0.0016715009094931418
Market Realist via Yahoo! Finance,84.0,0.001655777320325785,0.0,0.00022375369193591694,1.9711634765783154e-05,0.0,84,0.0,0.0,0.0,0.0,0.0,84,0.008849122462022518,0.0,0.0016715009094931418,0.00010534669597645856,0.0
Scoop.co.nz (press release),3.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3,0.0018189862838601837,4.916179145568064e-05,0.0016715009094931418,0.0006063287612867279,9.832358291136128e-05
The Inquisitr,34.0,0.009979414660341898,0.0,0.0019242817506488856,0.00029351219589240874,0.00017900295354873356,39,0.04625984251968502,0.0,0.006889763779527559,0.0011861498081970519,0.000984251968503937,39,0.005653606017403273,0.0,0.0016223391180374613,0.00014496425685649417,0.0
New York Magazine,2.0,0.0016557773203257854,0.0006265103374205674,0.001029266982905218,0.0008278886601628927,0.0008278886601628927,3,0.0,0.0,0.0,0.0,0.0,3,0.0016223391180374613,0.0,0.0016223391180374613,0.0005407797060124871,0.0
Associated Press via Yahoo! Finance,9.0,0.002819296518392553,0.0,0.001387272890002685,0.00031325516871028367,8.950147677436678e-05,11,0.002952755905511811,0.0,0.001968503937007874,0.0002684323550465283,0.0,11,0.002605574947151074,0.0,0.0016223391180374613,0.00023687044974100673,0.0
Pocket-lint.com,15.0,0.002729795041618187,8.950147677436678e-05,0.0003132551687102837,0.00018198633610787913,0.00017900295354873356,17,0.004921259842519685,0.0,0.001968503937007874,0.00028948587308939323,0.0,17,0.002064795241138587,0.0,0.0016223391180374613,0.00012145854359638747,0.0
Virtualization Review,3.0,8.950147677436678e-05,0.0,8.950147677436678e-05,2.9833825591455593e-05,0.0,3,0.0,0.0,0.0,0.0,0.0,3,0.00226144240696131,4.916179145568064e-05,0.0016223391180374613,0.00075381413565377,0.0005899414974681678
NPR,2.0,0.003445806855813121,0.0007160118141949343,0.002729795041618187,0.0017229034279065605,0.0017229034279065605,2,0.003937007874015748,0.0,0.003937007874015748,0.001968503937007874,0.001968503937007874,2,0.0026547367386067547,0.0010815594120249742,0.0015731773265817805,0.0013273683693033774,0.0013273683693033774
The Huffington Post,6.0,0.01664727468003222,0.00017900295354873356,0.006444106327754408,0.0027745457800053704,0.002103284704197619,6,0.0,0.0,0.0,0.0,0.0,6,0.0040804286908214926,0.00014748537436704194,0.0015731773265817805,0.0006800714484702488,0.0004670370188289661
TechNewsWorld,5.0,0.00017900295354873356,0.0,8.950147677436678e-05,3.580059070974671e-05,4.475073838718339e-05,5,0.005905511811023622,0.0,0.002952755905511811,0.0011811023622047244,0.000984251968503937,5,0.002605574947151074,0.0,0.0015731773265817805,0.0005211149894302148,0.00019664716582272257
Benzinga,51.0,0.001476774366777052,0.0,0.0006265103374205674,2.8956360132883372e-05,0.0,57,0.003937007874015748,0.0,0.001968503937007874,6.907031357922365e-05,0.0,57,0.004817855562656703,0.0,0.0015731773265817805,8.452378180099478e-05,0.0
Business Wire via Yahoo! Finance,75.0,0.0005817595990333841,0.0,0.00013425221516155016,7.756794653778455e-06,0.0,77,0.0,0.0,0.0,0.0,0.0,77,0.008799960670566837,0.0,0.0015731773265817805,0.00011428520351385503,0.0
Knowledge@Wharton,2.0,0.000581759599033384,0.0002685044303231003,0.0003132551687102837,0.000290879799516692,0.000290879799516692,2,0.01673228346456693,0.0,0.01673228346456693,0.008366141732283465,0.008366141732283465,2,0.0029005456958851577,0.0013273683693033774,0.0015731773265817805,0.0014502728479425788,0.0014502728479425788
Bobsguide (press release),3.0,0.00013425221516155016,0.0,0.00013425221516155016,4.4750738387183384e-05,0.0,3,0.001968503937007874,0.0,0.001968503937007874,0.0006561679790026247,0.0,3,0.0020156334496829065,0.0,0.0015731773265817805,0.0006718778165609689,0.0004424561231011258
We Live Security (blog),2.0,0.0018795310122617023,0.0008950147677436678,0.0009845162445180345,0.0009397655061308512,0.0009397655061308512,2,0.03543307086614173,0.014763779527559055,0.02066929133858268,0.017716535433070866,0.017716535433070866,2,0.0022122806155056287,0.0006391032889238484,0.0015731773265817805,0.0011061403077528144,0.0011061403077528144
PR Newswire,13.0,0.0007607625525821177,0.0,0.000581759599033384,5.852019635247059e-05,0.0,14,0.005905511811023622,0.0,0.003937007874015748,0.000421822272215973,0.0,14,0.0026055749471510744,0.0,0.0015240155351261,0.00018611249622507673,0.0
Science Magazine,1.0,0.0009845162445180345,0.0009845162445180345,0.0009845162445180345,0.0009845162445180345,0.0009845162445180345,1,0.002952755905511811,0.002952755905511811,0.002952755905511811,0.002952755905511811,0.002952755905511811,1,0.0015240155351261,0.0015240155351261,0.0015240155351261,0.0015240155351261,0.0015240155351261
Educators NZ,2.0,0.00017900295354873356,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,3,0.002952755905511811,0.0,0.002952755905511811,0.000984251968503937,0.0,3,0.0015240155351261,0.0,0.0015240155351261,0.0005080051783753666,0.0
MSNBC,1.0,0.10122617023180883,0.10122617023180883,0.10122617023180883,0.10122617023180883,0.10122617023180883,1,0.060039370078740155,0.060039370078740155,0.060039370078740155,0.060039370078740155,0.060039370078740155,1,0.0015240155351261,0.0015240155351261,0.0015240155351261,0.0015240155351261,0.0015240155351261
Phone Arena,63.0,0.030430502103284705,0.00013425221516155016,0.002192786180971986,0.000483023842909281,0.0004027566454846505,67,0.786417322834645,0.0,0.04921259842519685,0.011737571982606642,0.008858267716535433,67,0.004031266899365812,0.0,0.0014748537436704194,6.016816267710167e-05,0.0
ETTelecom.com,6.0,0.000581759599033384,0.0,0.0002685044303231003,9.695993317223067e-05,8.950147677436678e-05,6,0.0,0.0,0.0,0.0,0.0,6,0.0033921636104419645,0.0,0.0014748537436704194,0.0005653606017403274,0.0004670370188289661
Patently Apple,9.0,0.0014320236283898685,0.0,0.0006265103374205674,0.00015911373648776317,8.950147677436678e-05,9,0.003937007874015748,0.0,0.001968503937007874,0.0004374453193350831,0.0,9,0.0017206627009488226,0.0,0.0014748537436704194,0.0001911847445498692,0.0
Channel Partners,8.0,0.0006265103374205674,0.0,0.00022375369193591694,7.831379217757093e-05,4.475073838718339e-05,9,0.006889763779527559,0.0,0.001968503937007874,0.0007655293088363954,0.000984251968503937,9,0.0036379725677203674,0.0,0.0014748537436704194,0.00040421917419115194,0.00014748537436704194
E-Commerce Times,17.0,0.005683343775172291,4.475073838718339e-05,0.0005370088606462006,0.00033431433971601714,0.0003580059070974671,17,0.012795275590551181,0.0,0.003937007874015748,0.0007526632700324224,0.000984251968503937,17,0.008111695590187307,0.0,0.0014256919522147387,0.00047715856412866516,0.00039329433164544513
Lawyer Herald,4.0,0.00017900295354873356,0.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,4,0.002952755905511811,0.0,0.001968503937007874,0.0007381889763779527,0.0004921259842519685,4,0.0014256919522147387,0.0,0.0014256919522147387,0.00035642298805368467,0.0
The Stack,3.0,0.00040275664548465053,8.950147677436678e-05,0.00017900295354873356,0.00013425221516155019,0.00013425221516155016,4,0.006889763779527559,0.000984251968503937,0.001968503937007874,0.0017224409448818897,0.001968503937007874,4,0.002753060321518116,4.916179145568064e-05,0.0014256919522147387,0.000688265080379529,0.0006391032889238484
Christian Post,18.0,0.0018795310122617017,0.0,0.00022375369193591694,0.00010441838957009454,0.00011187684596795847,20,0.003937007874015748,0.0,0.001968503937007874,0.0001968503937007874,0.0,20,0.0015240155351261,0.0,0.0014256919522147387,7.6200776756305e-05,0.0
ExchangeWire (blog),1.0,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,0.0014256919522147387,0.0014256919522147387,0.0014256919522147387,0.0014256919522147387,0.0014256919522147387
SportTechie,1.0,0.0004027566454846505,0.0004027566454846505,0.0004027566454846505,0.0004027566454846505,0.0004027566454846505,3,0.003937007874015748,0.000984251968503937,0.001968503937007874,0.0013123359580052493,0.000984251968503937,3,0.0015731773265817805,4.916179145568064e-05,0.0013765301607590581,0.0005243924421939268,0.00014748537436704194
12 News Phoenix,1.0,0.035174080372326146,0.035174080372326146,0.035174080372326146,0.035174080372326146,0.035174080372326146,1,0.04625984251968504,0.04625984251968504,0.04625984251968504,0.04625984251968504,0.04625984251968504,1,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581
The Week Magazine,1.0,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,0.0005370088606462006,1,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,0.001968503937007874,1,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581
Digiday,1.0,0.0015215251051642353,0.0015215251051642353,0.0015215251051642353,0.0015215251051642353,0.0015215251051642353,1,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,1,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581
Hack Read,3.0,0.00872639398550076,0.0012530206748411349,0.004027566454846505,0.00290879799516692,0.003445806855813121,3,0.025590551181102365,0.002952755905511811,0.017716535433070866,0.008530183727034122,0.004921259842519685,3,0.0017206627009488226,0.00014748537436704194,0.0013765301607590581,0.0005735542336496076,0.00019664716582272257
Wired.co.uk,5.0,0.0051015841761389066,0.0002685044303231003,0.002998299471941287,0.0010203168352277813,0.0004922581222590172,5,0.02854330708661417,0.000984251968503937,0.012795275590551181,0.005708661417322835,0.001968503937007874,5,0.004424561231011258,4.916179145568064e-05,0.0013765301607590581,0.0008849122462022517,0.0012782065778476968
Channel News Asia,4.0,0.03190727647006176,0.0,0.03181777499328739,0.00797681911751544,4.475073838718339e-05,4,0.001968503937007874,0.0,0.000984251968503937,0.0004921259842519685,0.0004921259842519685,4,0.0019664716582272258,0.0,0.0013765301607590581,0.0004916179145568064,0.0002949707487340839
UCalgary News,,,,,,,1,0.0,0.0,0.0,0.0,0.0,1,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581,0.0013765301607590581
Popular Science,6.0,0.10198693278439094,0.0009397655061308512,0.0800143202362839,0.016997822130731824,0.003736686655329813,6,0.07677165354330708,0.000984251968503937,0.05905511811023622,0.01279527559055118,0.003937007874015748,6,0.003982105107910132,0.0,0.0013765301607590581,0.0006636841846516887,0.0005899414974681678
Fusion,3.0,0.014409737760673051,0.001029266982905218,0.01042692204421373,0.00480324592022435,0.0029535487335541036,3,0.038385826771653545,0.0,0.038385826771653545,0.012795275590551181,0.0,3,0.0013765301607590581,0.0,0.0013765301607590581,0.000458843386919686,0.0
World Intellectual Property Review (subscription),2.0,4.475073838718339e-05,0.0,4.475073838718339e-05,2.2375369193591695e-05,2.2375369193591695e-05,2,0.001968503937007874,0.0,0.001968503937007874,0.000984251968503937,0.000984251968503937,2,0.0014748537436704194,9.832358291136128e-05,0.0013765301607590581,0.0007374268718352097,0.0007374268718352097
KING5.com,9.0,0.005235836391300457,8.950147677436678e-05,0.001834780273874519,0.0005817595990333841,0.0004475073838718339,9,0.000984251968503937,0.0,0.000984251968503937,0.00010936132983377078,0.0,9,0.0034413254018976452,0.0,0.0013273683693033774,0.0003823694890997384,0.0
Gamasutra,15.0,0.012843461917121633,0.0,0.0026850443032310034,0.0008562307944747755,0.0006265103374205674,18,0.010826771653543307,0.0,0.004921259842519685,0.0006014873140857392,0.0,18,0.0033430018189862837,0.0,0.0013273683693033774,0.00018572232327701576,9.832358291136128e-05
News Every day,14.0,0.0014320236283898685,0.0,0.0011187684596795848,0.00010228740202784774,0.0,15,0.014763779527559055,0.0,0.014763779527559055,0.000984251968503937,0.0,15,0.002408927781328352,0.0,0.0013273683693033774,0.0001605951854218901,0.0
Komando,13.0,0.012574957486798533,8.950147677436678e-05,0.005951848205495391,0.0009673044220614256,0.0004922581222590172,17,0.02854330708661417,0.0,0.005905511811023622,0.0016790180639184808,0.000984251968503937,17,0.0032446782360749226,0.0,0.0013273683693033774,0.00019086342565146602,0.0
Windows IT Pro,24.0,0.007518124049046808,8.950147677436678e-05,0.000581759599033384,0.00031325516871028367,0.0003356305379038754,28,0.11318897637795272,0.0,0.027559055118110236,0.00404246344206974,0.002952755905511811,28,0.011307212034806549,4.916179145568064e-05,0.0013273683693033774,0.00040382900124309105,0.0002212280615505629
ComputerWeekly.com (blog),2.0,0.00017900295354873356,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,8.950147677436678e-05,3,0.000984251968503937,0.0,0.000984251968503937,0.00032808398950131233,0.0,3,0.0016715009094931418,9.832358291136128e-05,0.0013273683693033774,0.0005571669698310473,0.0002458089572784032
Profit Confidential,25.0,0.001566275843551418,0.0,0.00017900295354873356,6.265103374205672e-05,4.475073838718339e-05,28,0.008858267716535433,0.0,0.001968503937007874,0.00031636670416197976,0.0,28,0.0030480310702521995,0.0,0.0013273683693033774,0.00010885825250900713,0.0
The San Luis Obispo Tribune,1.0,0.0002685044303231003,0.0002685044303231003,0.0002685044303231003,0.0002685044303231003,0.0002685044303231003,1,0.0,0.0,0.0,0.0,0.0,1,0.0013273683693033774,0.0013273683693033774,0.0013273683693033774,0.0013273683693033774,0.0013273683693033774
Fox Business,4.0,0.0013425221516155017,4.475073838718339e-05,0.000805513290969301,0.0003356305379038754,0.0002461290611295086,4,0.002952755905511811,0.0,0.002952755905511811,0.0007381889763779527,0.0,4,0.0018681480753158645,0.0,0.0013273683693033774,0.0004670370188289661,0.00027038985300624355
The Unofficial Apple Weblog,2.0,0.009845162445180345,0.0022822876577463526,0.007562874787433993,0.0049225812225901725,0.0049225812225901725,3,0.10334645669291338,0.008858267716535433,0.08169291338582677,0.0344488188976378,0.012795275590551181,3,0.0032446782360749226,0.0008357504547465709,0.0012782065778476968,0.0010815594120249742,0.0011307212034806547
Geektime,2.0,0.001163519198066768,0.0003132551687102837,0.0008502640293564844,0.000581759599033384,0.000581759599033384,2,0.008858267716535433,0.000984251968503937,0.007874015748031496,0.0044291338582677165,0.0044291338582677165,2,0.0014748537436704194,0.00019664716582272257,0.0012782065778476968,0.0007374268718352097,0.0007374268718352097
BGR India,6.0,0.0014320236283898685,0.0,0.0009397655061308512,0.00023867060473164474,0.00011187684596795847,8,0.001968503937007874,0.0,0.000984251968503937,0.00024606299212598425,0.0,8,0.001376530160759058,0.0,0.0012782065778476968,0.00017206627009488224,0.0
Milwaukee Journal Sentinel,3.0,0.0005817595990333841,8.950147677436678e-05,0.0003580059070974671,0.0001939198663444614,0.00013425221516155016,3,0.000984251968503937,0.0,0.000984251968503937,0.00032808398950131233,0.0,3,0.0014256919522147387,0.0,0.0012782065778476968,0.0004752306507382462,0.00014748537436704194
MyAJC (blog),1.0,0.0019242817506488856,0.0019242817506488856,0.0019242817506488856,0.0019242817506488856,0.0019242817506488856,1,0.0,0.0,0.0,0.0,0.0,1,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968
ReadWriteWeb,1.0,0.0009397655061308512,0.0009397655061308512,0.0009397655061308512,0.0009397655061308512,0.0009397655061308512,2,0.007874015748031496,0.001968503937007874,0.005905511811023622,0.003937007874015748,0.003937007874015748,2,0.00226144240696131,0.0009832358291136129,0.0012782065778476968,0.001130721203480655,0.001130721203480655
CleanTechnica,1.0,0.001029266982905218,0.001029266982905218,0.001029266982905218,0.001029266982905218,0.001029266982905218,1,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,1,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968
CryptoCoinsNews,5.0,0.00487783048420299,0.0004027566454846505,0.0013425221516155017,0.000975566096840598,0.0009845162445180345,5,0.027559055118110236,0.002952755905511811,0.011811023622047244,0.005511811023622047,0.003937007874015748,5,0.0030971928617078807,0.00019664716582272257,0.0012782065778476968,0.0006194385723415762,0.0005899414974681678
MuMbrella,2.0,8.950147677436678e-05,0.0,8.950147677436678e-05,4.475073838718339e-05,4.475073838718339e-05,2,0.000984251968503937,0.0,0.000984251968503937,0.0004921259842519685,0.0004921259842519685,2,0.0013273683693033774,4.916179145568064e-05,0.0012782065778476968,0.0006636841846516887,0.0006636841846516887
Engadget (blog),1.0,0.004475073838718339,0.004475073838718339,0.004475073838718339,0.004475073838718339,0.004475073838718339,1,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,0.004921259842519685,1,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968,0.0012782065778476968
Express.co.uk,88.0,0.0651123243533518,4.475073838718339e-05,0.016826277633580956,0.0007399127767426342,0.0002685044303231003,105,0.09940944881889757,0.0,0.006889763779527559,0.0009467566554180721,0.0,105,0.008799960670566834,0.0,0.0012782065778476968,8.380914924349366e-05,0.0
Christian Science Monitor,4.0,0.0038485635012977712,0.0004027566454846505,0.0013425221516155017,0.0009621408753244428,0.0010516423520988095,5,0.033464566929133854,0.001968503937007874,0.011811023622047244,0.006692913385826771,0.006889763779527559,5,0.0023597659898726706,4.916179145568064e-05,0.0012782065778476968,0.0004719531979745341,0.0002458089572784032
FOX Business,39.0,0.003356305379038755,0.0,0.0004475073838718339,8.6059112283045e-05,4.475073838718339e-05,54,0.014763779527559055,0.0,0.006889763779527559,0.00027340332458442696,0.0,54,0.005358635268669191,0.0,0.0012782065778476968,9.923398645683686e-05,4.916179145568064e-05
